City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
445,Poum,NC,78.84,clear sky,-20.23,164.02,Gîte kajeon
446,Batangafo,CF,72.36,overcast clouds,7.3,18.28,OCHA Office
447,Channel-Port Aux Basques,CA,44.1,clear sky,47.57,-59.14,St. Christopher's Hotel
448,Marilia,BR,64.63,few clouds,-22.21,-49.95,Hotel Tenda
449,Helena,US,57.2,clear sky,46.59,-112.04,Holiday Inn Express & Suites Helena
450,Belaya Gora,RU,-11.15,broken clouds,68.53,146.42,
451,Tabou,CI,77.76,scattered clouds,4.42,-7.35,hotêl doufoulougou
452,Raudeberg,NO,46.99,light rain,61.99,5.14,Nordre Silda.
453,Fort Nelson,CA,15.8,light snow,58.81,-122.7,The Fort Nelson Hotel
454,Seoul,KR,42.8,mist,37.57,126.98,LOTTE HOTEL SEOUL
455,Nara,JP,62.01,shower rain,34.69,135.8,Guesthouse Nara Komachi
456,Tranas,SE,50.0,light intensity drizzle,58.04,14.98,Badhotellet Spa & Konferens Hotel
457,Yerbogachen,RU,6.85,clear sky,61.28,108.01,
458,Det Udom,TH,71.6,few clouds,14.91,105.08,Chatsuda Resort
459,Laguna De Duero,ES,59.0,clear sky,41.58,-4.72,Hotel Topacio
460,Fairview,US,55.4,mist,40.81,-74.0,Homewood Suites by Hilton Edgewater-NYC Area
461,Nalut,LY,61.25,clear sky,30.33,10.85,
462,Padre Bernardo,BR,71.4,light rain,-15.35,-48.5,
463,Porto Velho,BR,80.6,broken clouds,-8.76,-63.9,Hotel Vila Rica Porto Velho
464,Ossora,RU,33.76,broken clouds,59.24,163.07,
465,Yuzhno-Kurilsk,RU,55.08,overcast clouds,44.03,145.86,Guesthouse Berloga
466,Davidson,US,57.2,clear sky,36.15,-86.78,Best Western Plus Music Row
467,Sheridan,US,64.4,clear sky,44.83,-106.92,Best Western Sheridan Center
468,Urumqi,CN,35.6,clear sky,43.8,87.6,Hua Ling Grand Hotel Urumqi
469,Lasa,IT,50.0,broken clouds,46.62,10.7,Pension Feldgärtenhof
470,Seymchan,RU,13.68,light snow,62.88,152.43,
471,Pilar,BR,77.0,clear sky,-9.6,-35.96,Pousada e churrascaria Manguaba
472,Maceio,BR,77.0,clear sky,-9.67,-35.74,Mercure Maceio Pajucara Hotel
473,Port Shepstone,ZA,63.23,moderate rain,-30.74,30.45,My Den Beachfront B&B And Self-Catering
474,Viedma,AR,79.0,clear sky,-40.81,-63.0,Hotel Cristal
475,Rio Gallegos,AR,57.2,broken clouds,-51.62,-69.22,Hotel Santa Cruz
476,Gudivada,IN,74.08,few clouds,16.45,80.98,B.C Hostel
477,Zheleznodorozhnyy,RU,41.0,mist,55.75,38.0,Hotel Dali
478,La Ronge,CA,42.8,overcast clouds,55.1,-105.28,Northland Motor Hotel
479,Boyolangu,ID,74.91,light rain,-8.12,111.89,Yos ega cv
480,Dahuk,IQ,67.95,overcast clouds,36.87,42.99,Parwar Hotel
481,Nuuk,GL,21.52,overcast clouds,64.18,-51.72,Vandrehuset
482,Kiruna,SE,39.2,overcast clouds,67.86,20.23,Camp Ripan
483,Alihe,CN,14.9,overcast clouds,50.57,123.72,Alihe Forestry Hotel
484,Puerto Colombia,CO,77.0,broken clouds,10.99,-74.95,Hotel El Emigrante
485,Kilindoni,TZ,78.42,scattered clouds,-7.91,39.67,Bustani B&B
486,Coari,BR,79.16,scattered clouds,-4.08,-63.14,HOTEL ALEX FLAT
487,Ugoofaaru,MV,81.97,broken clouds,5.67,73.0,Ungoofaaru Inn
488,North Bend,US,64.99,clear sky,43.41,-124.22,Red Lion Hotel Coos Bay
489,Nyimba,ZM,71.6,light rain,-14.56,30.81,Dali Dali Lodge
490,Natal,BR,80.6,scattered clouds,-5.79,-35.21,Villa Park Hotel | Natal
491,Taltal,CL,59.83,few clouds,-25.4,-70.48,Residencial Karime
492,Samfya,ZM,74.66,broken clouds,-11.36,29.56,Chita Lodge Samfya
493,Avera,US,68.0,clear sky,33.19,-82.53,
494,Dingle,PH,78.31,light rain,11.0,122.67,Camp Pasica
495,Borogontsy,RU,-16.89,clear sky,62.67,131.17,
496,Namibe,AO,72.52,scattered clouds,-15.2,12.15,Hotel Chik Chik Namibe
497,Anaconda,US,62.6,clear sky,46.13,-112.94,Trade Wind Motel
498,Alice Springs,AU,75.2,clear sky,-23.7,133.88,Desert Palms Alice Springs
499,Mayo,US,57.99,broken clouds,38.89,-76.51,Resorts Resource Group International
500,Tarko-Sale,RU,28.42,overcast clouds,64.92,77.78,Yubileynaya
501,Mega,ET,60.03,light rain,4.05,38.3,Amanuel Guest House
502,Coruripe,BR,78.39,scattered clouds,-10.13,-36.18,Pousada e Hotel Litoral Sul
503,Prince Rupert,CA,53.6,light rain,54.32,-130.32,Crest Hotel
504,Touba,CI,73.87,few clouds,8.28,-7.68,Hotel de L'Amitié Vraie
505,Impfondo,CG,69.39,moderate rain,1.64,18.07,Préfecture de la Likouala
506,Shingu,JP,63.7,clear sky,33.73,135.98,Shingu UI Hotel
507,Bilma,NE,70.45,clear sky,18.69,12.92,Expeditions Ténére voyages
508,Nakskov,DK,57.0,overcast clouds,54.84,11.13,Hotel Harmonien
509,Broken Hill,AU,71.6,clear sky,-31.95,141.43,Daydream Motel & Cottages
510,Zunheboto,IN,60.31,light rain,25.97,94.52,Inspection Bungalow
511,Los Llanos De Aridane,ES,77.0,clear sky,28.66,-17.92,Valle Aridane
512,Eureka,US,68.0,clear sky,40.8,-124.16,Eureka Inn Trademark By Wyndham
513,Kouroussa,GN,75.18,few clouds,10.65,-9.88,Hotel Tando Plus
514,Asau,RO,37.99,clear sky,46.43,26.4,Casa Mika Ciobanus
515,Kiama,AU,66.99,broken clouds,-34.68,150.87,The Sebel Kiama Harbourside
516,Alta Floresta,BR,72.54,overcast clouds,-9.88,-56.09,Floresta Amazonica Hotel
517,Mnogovershinnyy,RU,34.54,overcast clouds,53.94,139.92,Kvartsevaya Sopka
518,Champerico,GT,87.8,scattered clouds,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
519,Miguel Auza,MX,67.46,scattered clouds,24.29,-103.45,Vulka Pepe's
520,Young,UY,57.88,clear sky,-32.68,-57.63,Posada Gira el Sol
521,Lins,BR,68.49,broken clouds,-21.68,-49.74,Blue Tree Thermas de Lins
522,Portmore,JM,79.0,shower rain,17.97,-76.87,Salmon Way Inn
523,Kahului,US,89.6,scattered clouds,20.89,-156.47,Maui Seaside Hotel
524,Lungi,SL,76.19,few clouds,9.22,-12.68,Lungi Airport Lodge
525,Sechura,PE,68.95,broken clouds,-5.56,-80.82,Hospedaje Costa Bella
526,Chico,US,84.0,clear sky,39.73,-121.84,Quality Inn Near Chico State
527,Batagay,RU,-13.58,overcast clouds,67.63,134.63,Gostinitsa Ki'ileekh
528,Kitimat,CA,50.0,light rain,54.05,-128.65,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
529,Wichita,US,59.0,few clouds,37.69,-97.34,Courtyard by Marriott Wichita at Old Town
530,Vuktyl,RU,24.12,scattered clouds,63.86,57.31,Mini-Hotel Lokomotiv
531,Ghanzi,BW,71.83,broken clouds,-21.57,21.78,Ghanzi Farmhouse
532,Ostrovnoy,RU,38.37,overcast clouds,68.05,39.51,
533,Adre,TD,79.88,broken clouds,13.47,22.2,
534,Bunia,CD,63.95,overcast clouds,1.57,30.25,Gold Star International Hotel
535,Damietta,EG,73.4,few clouds,31.42,31.81,العواد لتجارة الابلكاش
536,Hangzhou,CN,64.0,overcast clouds,30.29,120.16,Wyndham Grand Plaza Royale Hangzhou
537,Gagret,IN,60.08,clear sky,31.67,76.07,The Hotel Clark Plaza
538,Thinadhoo,MV,83.03,overcast clouds,0.53,72.93,
539,Geraldton,AU,57.2,light intensity shower rain,-28.77,114.6,Broadwater Mariner Resort
540,Tadine,NC,78.71,few clouds,-21.55,167.88,
541,Tezu,IN,69.48,scattered clouds,27.92,96.17,Circuit House
542,Altay,CN,29.25,clear sky,47.87,88.12,Jinqiao Hotel
543,Myitkyina,MM,69.28,light rain,25.38,97.4,Shwe Phyu Hotel
544,Shimoda,JP,53.01,few clouds,34.67,138.95,Shimoda Tokyu Hotel
545,Mitsamiouli,KM,76.96,overcast clouds,-11.38,43.28,Foyer ADM
546,Oga,IT,50.0,overcast clouds,46.46,10.35,QC Terme Bagni di Bormio Bagni Nuovi
547,Saint-Francois,FR,64.4,overcast clouds,46.42,3.91,Manoir Du Bonheur
548,Kharan,PK,50.97,clear sky,28.58,65.42,Ghani Hasrat House
549,Mekhe,SN,78.8,clear sky,15.11,-16.62,Hôtel Keur Mame Astou
550,Tunceli,TR,66.2,light rain,39.11,39.55,Grand Hotel Şaroğlu
551,Itoman,JP,71.6,few clouds,26.12,127.67,Southern Beach Hotel & Resort Okinawa
552,Eina,NO,50.0,light rain,60.63,10.6,Skogstad Leirsted
553,Kenai,US,26.01,clear sky,60.55,-151.26,Aspen Extended Stay Suites
554,Puerto Madero,MX,87.8,shower rain,14.72,-92.42,Hotel La Central
555,Huarmey,PE,64.6,overcast clouds,-10.07,-78.15,Hotel Miramar
556,Lorengau,PG,85.93,few clouds,-2.02,147.27,Lorengau Harbourside Hotel
557,Paamiut,GL,27.9,overcast clouds,61.99,-49.67,Yeet Hotel
558,Chabahar,IR,64.4,clear sky,25.29,60.64,هتل گدروشیا
559,Timmins,CA,26.6,snow,48.47,-81.33,The Senator Hotel & Conference Centre
560,Oxford,GB,62.6,overcast clouds,51.75,-1.26,Malmaison Oxford
561,Tete,MZ,82.0,few clouds,-16.16,33.59,Zambeze Paraíso Misterioso
562,Salekhard,RU,25.88,few clouds,66.53,66.6,Hotel 89
563,Bila Krynytsya,UA,44.6,overcast clouds,50.64,29.47,Эко дом в лесу
564,Jiazi,CN,69.69,moderate rain,22.88,116.07,Hotel Jin Hao
565,Margate,GB,63.0,overcast clouds,51.38,1.39,Premier Inn Margate hotel
566,Caxito,AO,77.0,broken clouds,-8.58,13.66,
567,Xaltianguis,MX,78.19,few clouds,17.07,-99.83,
568,Salima,MW,75.56,scattered clouds,-13.78,34.46,YAMIKANI LODGE
569,Jumla,NP,44.47,clear sky,29.27,82.18,Hotel Sundar Rara Karnali
570,Dunedin,NZ,55.99,broken clouds,-45.87,170.5,Scenic Hotel Southern Cross
571,Moyobamba,PE,70.27,light rain,-6.05,-76.97,LA CASA DE MI SUEÑO - Garden Home Lodge
572,Takoradi,GH,78.49,overcast clouds,4.88,-1.76,Raybow International Hotel
573,Zamora,EC,84.2,clear sky,-4.07,-78.96,Cabañas Ecológica Copalinga
574,George Town,MY,78.8,thunderstorm,5.41,100.34,Cititel Penang
575,Portland,US,66.99,clear sky,45.52,-122.68,The Bidwell Marriott Portland
576,Galesong,ID,81.12,broken clouds,-5.32,119.37,Sapriadi Appy
577,Banjar,ID,79.84,broken clouds,-8.19,114.97,The Hamsa Resort
578,Freeport,US,55.4,heavy intensity rain,40.66,-73.58,The Freeport Inn and Marina
579,Obama,JP,60.01,moderate rain,35.5,135.75,せくみ屋
580,Chontalpa,MX,73.71,moderate rain,17.7,-93.52,
581,Noumea,NC,86.0,few clouds,-22.28,166.46,Hôtel Le Lagon
582,Oistins,BB,82.4,shower rain,13.07,-59.53,Butterfly Beach Hotel
583,Cayenne,GF,80.6,moderate rain,4.93,-52.33,Hôtel Le Dronmi
584,Chokwe,MZ,67.75,overcast clouds,-24.53,32.98,Complexo Sonho Real
585,Najran,SA,62.6,clear sky,17.49,44.13,محمد هادي ال فطيح
586,Campbeltown,GB,50.0,light rain,55.43,-5.61,The Royal Hotel
587,Birao,CF,75.9,few clouds,10.28,22.79,
588,Naze,JP,73.4,scattered clouds,28.37,129.48,奄美ポートタワーホテル
589,Suzhou,CN,60.01,overcast clouds,31.31,120.62,Holiday Inn Jasmine Suzhou
590,Wajima,JP,61.72,light rain,37.4,136.9,Wajiima Onsen Yashio
591,Srandakan,ID,76.87,broken clouds,-7.94,110.25,Puri Brata
592,Muros,ES,66.0,overcast clouds,42.78,-9.06,Apartment Av. Castelao
593,Quang Ngai,VN,72.05,light rain,15.12,108.8,Central Hotel
594,San Andres,CO,82.4,overcast clouds,12.58,-81.7,Hotel Arena Blanca
595,Kutum,SD,73.35,scattered clouds,14.2,24.67,Dibbo areaمنطقة دبو
596,Port-Gentil,GA,78.8,thunderstorm,-0.72,8.78,Fengshui Residence
597,Monte Plata,DO,84.2,scattered clouds,18.81,-69.78,Hotel Principe Del Desvio
598,Montigny-Le-Bretonneux,FR,64.99,overcast clouds,48.77,2.03,Residhome Paris Guyancourt
599,Dafeng,CN,68.11,overcast clouds,23.45,108.59,Shenglong Hotel
600,Socorro,US,71.6,few clouds,31.65,-106.3,guarderia imss papalote
601,Yarmouth,US,55.99,moderate rain,41.71,-70.23,The Inn At Cape Cod
602,Biltine,TD,81.9,scattered clouds,14.53,20.92,Hôtel Trois Étoiles de Biltine
603,Saint-Cyr-Sur-Loire,FR,64.4,broken clouds,47.4,0.67,The Heraudiere bed and breakfast
604,Kyzyl-Suu,KG,36.41,clear sky,42.34,78.01,Hostel “Suusar”
605,Luanda,AO,77.0,broken clouds,-8.84,13.23,EPIC SANA Luanda
606,Muswellbrook,AU,61.41,overcast clouds,-32.27,150.9,Wayfarer Motel
607,Saint-Pierre,RE,69.8,overcast clouds,-21.34,55.48,Lindsey Hôtel
608,Marsa Matruh,EG,64.4,scattered clouds,31.35,27.25,Beau Site
609,Extremoz,BR,80.6,scattered clouds,-5.71,-35.31,Casa do Mochileiro Airport Hostel
610,Palu,ID,78.06,light rain,-0.89,119.87,Hotel Santika Palu
611,Waipawa,NZ,57.2,light rain,-41.41,175.52,Tora Coastal Walk
612,Farah,AF,42.91,clear sky,32.5,62.5,
613,Samarai,PG,82.78,light rain,-10.62,150.67,Nuli Sapi
614,Wamba,NG,74.14,scattered clouds,8.93,8.6,Roma Zee Guest House Annex
615,Diego De Almagro,CL,64.2,clear sky,-26.37,-70.05,hotel luna del desierto
616,Moranbah,AU,82.92,clear sky,-22.0,148.05,Direct Hotels - Monterey Moranbah
617,Domna,RU,12.2,clear sky,51.9,113.16,
618,Mizdah,LY,57.42,few clouds,31.45,12.98,فندق بنيه تحتيه
619,Monrovia,LR,79.07,light rain,6.3,-10.8,Eco-Hotel Hall & Restaurant
620,Karlskrona,SE,53.6,light rain,56.16,15.59,First Hotel Statt
621,Gunjur,GM,78.8,clear sky,13.2,-16.73,Kuba Lodge
622,Botro,CI,77.0,few clouds,7.85,-5.31,Motel de la Station BOTRO
623,Vila,PT,61.0,overcast clouds,42.03,-8.16,Hotel Castrum Villae
624,Talcahuano,CL,55.4,overcast clouds,-36.72,-73.12,Hotel Terramar
625,Yarada,IN,78.8,mist,17.65,83.27,"D-26/2, Dolphin Hill,"
626,Bandarbeyla,SO,76.48,clear sky,9.49,50.81,REER XOOSHLE GROUP
627,Tandil,AR,56.88,few clouds,-37.32,-59.13,HOSTAL DE LA SIERRA TANDIL
628,Fukuma,JP,61.0,light intensity shower rain,33.77,130.47,Masago
629,Cidreira,BR,62.53,few clouds,-30.18,-50.21,Hotel Castelo
630,Konotop,UA,48.0,light rain,51.24,33.2,УКРАЇНА ГОТЕЛЬ
631,Arua,UG,65.44,light rain,3.02,30.91,Golden Courts Hotel
632,Tahe,CN,9.99,light snow,52.33,124.73,塔河宾馆
633,Salinas,US,91.4,clear sky,36.68,-121.66,Good Nite Inn Salinas Monterey
634,Camapua,BR,73.63,clear sky,-19.53,-54.04,Comercial Estrela
635,Hualmay,PE,63.95,broken clouds,-11.1,-77.61,Hotel Restaurant Turístico Casablanca
636,Saint-Georges,GD,77.0,light rain,12.06,-61.75,Siesta Hotel
637,Vryburg,ZA,60.12,clear sky,-26.96,24.73,Times Premier Lodge
638,Roald,NO,50.0,broken clouds,62.58,6.13,Flem Cabins
639,Marrakesh,MA,69.8,clear sky,31.63,-8.01,Les Jardins de La Koutoubia
640,Batemans Bay,AU,64.99,scattered clouds,-35.72,150.18,Batemans Bay Marina Resort
641,Jiaozuo,CN,53.26,clear sky,35.24,113.23,Days Hotel and Suites Jiaozuo
642,Wanning,CN,70.65,overcast clouds,18.8,110.4,Paradise Hotel
643,Parrita,CR,69.8,light rain,9.52,-84.32,Beso del Viento
644,Sitka,US,46.4,moderate rain,57.05,-135.33,Westmark Sitka
645,Mustasaari,FI,48.2,overcast clouds,63.11,21.68,Hotel Astor
646,Yenagoa,NG,76.06,overcast clouds,4.92,6.26,Amba Hotels Limited
647,Burriana,ES,59.0,scattered clouds,39.89,-0.09,Hotel Beatriz
648,Guiyang,CN,48.2,overcast clouds,26.58,106.72,Guo Tai Hotel Guiyang
649,General Pico,AR,66.45,clear sky,-35.66,-63.76,Hotel Malargue
650,Puerto Carreno,CO,75.25,overcast clouds,6.19,-67.49,Casa Hotel Victoria
651,Kurtamysh,RU,26.47,clear sky,54.91,64.43,
652,Ascope,PE,66.56,overcast clouds,-7.71,-79.11,agroindustrial casagrande
653,Ambikapur,IN,62.82,clear sky,23.12,83.2,STARiHOTEL Ambikapur
654,Bowen,AU,80.6,scattered clouds,-20.02,148.23,Castle Motor Lodge Motel
655,Ambilobe,MG,72.97,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
656,Kununurra,AU,80.6,overcast clouds,-15.77,128.73,Hotel Kununurra
657,Digby,CA,54.0,overcast clouds,44.62,-65.77,Digby Pines Golf Resort & Spa
658,Waddan,LY,60.35,clear sky,29.16,16.14,محل الشريف محمد العايب
659,Kushima,JP,64.4,broken clouds,31.46,131.23,Hanaoka
660,Mozarlandia,BR,77.68,scattered clouds,-14.74,-50.57,Hotel Santa Mônica
661,Uige,AO,67.24,light rain,-7.61,15.06,Juliao Pereira
662,Ritchie,ZA,55.4,clear sky,-29.04,24.6,Riverside country club
663,Mulege,MX,83.62,clear sky,26.88,-111.98,Casa Granada
664,Luena,AO,65.34,clear sky,-11.78,19.92,Hotel Kandamba
665,Pringsewu,ID,73.8,broken clouds,-5.36,104.97,Urban Style by Front One
666,Bocas Del Toro,PA,64.99,moderate rain,9.33,-82.25,Hotel Bocas del Toro
667,Ossipee,US,46.0,moderate rain,43.69,-71.12,Ken & Denise - Slice of heaven
668,Bajil,YE,80.31,clear sky,15.06,43.29,فندق الصقر السياحي
669,Alcudia,ES,59.0,clear sky,39.85,3.12,Zafiro Tropic
